file,label,group,set
new_dataset_raw\Combination\acne-pustular-21_resized_flipped_horizontal.jpg,combination,acne-pustular-21,train
new_dataset_raw\Combination\acne-pustular-21_resized_flipped_vertical.jpg,combination,acne-pustular-21,train
new_dataset_raw\Combination\acne-pustular-21_resized_resized.jpg,combination,acne-pustular-21,train
new_dataset_raw\Combination\acne-pustular-21_resized_rotated_180.jpg,combination,acne-pustular-21,train
new_dataset_raw\Combination\acne-pustular-21_resized_rotated_180_flipped_horizontal.jpg,combination,acne-pustular-21,train
new_dataset_raw\Combination\acne-pustular-21_resized_rotated_180_flipped_vertical.jpg,combination,acne-pustular-21,train
new_dataset_raw\Combination\acne-pustular-21_resized_rotated_90_flipped_horizontal.jpg,combination,acne-pustular-21,train
new_dataset_raw\Combination\acne-pustular-21_resized_rotated_90_flipped_vertical.jpg,combination,acne-pustular-21,train
new_dataset_raw\Combination\acne-pustular-67_resized_flipped_horizontal.jpg,combination,acne-pustular-67,train
new_dataset_raw\Combination\acne-pustular-67_resized_flipped_vertical.jpg,combination,acne-pustular-67,train
new_dataset_raw\Combination\acne-pustular-67_resized_resized.jpg,combination,acne-pustular-67,train
new_dataset_raw\Combination\acne-pustular-67_resized_rotated_180_flipped_horizontal.jpg,combination,acne-pustular-67,train
new_dataset_raw\Combination\acne-pustular-67_resized_rotated_180_flipped_vertical.jpg,combination,acne-pustular-67,train
new_dataset_raw\Combination\acne-pustular-67_resized_rotated_90.jpg,combination,acne-pustular-67,train
new_dataset_raw\Combination\acne-pustular-67_resized_rotated_90_flipped_horizontal.jpg,combination,acne-pustular-67,train
new_dataset_raw\Combination\acne-pustular-67_resized_rotated_90_flipped_vertical.jpg,combination,acne-pustular-67,train
new_dataset_raw\Combination\image_234_resized_flipped_horizontal.jpg,combination,image_234,train
new_dataset_raw\Combination\image_234_resized_flipped_vertical.jpg,combination,image_234,train
new_dataset_raw\Combination\image_234_resized_resized.jpg,combination,image_234,train
new_dataset_raw\Combination\image_234_resized_rotated_180.jpg,combination,image_234,train
new_dataset_raw\Combination\image_234_resized_rotated_180_flipped_horizontal.jpg,combination,image_234,train
new_dataset_raw\Combination\image_234_resized_rotated_180_flipped_vertical.jpg,combination,image_234,train
new_dataset_raw\Combination\image_234_resized_rotated_90.jpg,combination,image_234,train
new_dataset_raw\Combination\image_234_resized_rotated_90_flipped_horizontal.jpg,combination,image_234,train
new_dataset_raw\Combination\image_234_resized_rotated_90_flipped_vertical.jpg,combination,image_234,train
new_dataset_raw\Combination\image_238_resized_flipped_vertical.jpg,combination,image_238,train
new_dataset_raw\Combination\image_238_resized_resized.jpg,combination,image_238,train
new_dataset_raw\Combination\image_238_resized_rotated_180.jpg,combination,image_238,train
new_dataset_raw\Combination\image_238_resized_rotated_180_flipped_horizontal.jpg,combination,image_238,train
new_dataset_raw\Combination\image_238_resized_rotated_180_flipped_vertical.jpg,combination,image_238,train
new_dataset_raw\Combination\image_238_resized_rotated_90.jpg,combination,image_238,train
new_dataset_raw\Combination\image_238_resized_rotated_90_flipped_horizontal.jpg,combination,image_238,train
new_dataset_raw\Combination\image_238_resized_rotated_90_flipped_vertical.jpg,combination,image_238,train
new_dataset_raw\Combination\image_281_resized_flipped_horizontal.jpg,combination,image_281,train
new_dataset_raw\Combination\image_281_resized_flipped_vertical.jpg,combination,image_281,train
new_dataset_raw\Combination\image_281_resized_resized.jpg,combination,image_281,train
new_dataset_raw\Combination\image_281_resized_rotated_180.jpg,combination,image_281,train
new_dataset_raw\Combination\image_281_resized_rotated_180_flipped_horizontal.jpg,combination,image_281,train
new_dataset_raw\Combination\image_281_resized_rotated_180_flipped_vertical.jpg,combination,image_281,train
new_dataset_raw\Combination\image_281_resized_rotated_90_flipped_horizontal.jpg,combination,image_281,train
new_dataset_raw\Combination\image_281_resized_rotated_90_flipped_vertical.jpg,combination,image_281,train
new_dataset_raw\Combination\image_283_resized_flipped_horizontal.jpg,combination,image_283,train
new_dataset_raw\Combination\image_283_resized_flipped_vertical.jpg,combination,image_283,train
new_dataset_raw\Combination\image_283_resized_resized.jpg,combination,image_283,train
new_dataset_raw\Combination\image_283_resized_rotated_180_flipped_horizontal.jpg,combination,image_283,train
new_dataset_raw\Combination\image_283_resized_rotated_180_flipped_vertical.jpg,combination,image_283,train
new_dataset_raw\Combination\image_283_resized_rotated_90.jpg,combination,image_283,train
new_dataset_raw\Combination\image_283_resized_rotated_90_flipped_horizontal.jpg,combination,image_283,train
new_dataset_raw\Combination\image_283_resized_rotated_90_flipped_vertical.jpg,combination,image_283,train
new_dataset_raw\Combination\image_284_resized_flipped_horizontal.jpg,combination,image_284,train
new_dataset_raw\Combination\image_284_resized_flipped_vertical.jpg,combination,image_284,train
new_dataset_raw\Combination\image_284_resized_resized.jpg,combination,image_284,train
new_dataset_raw\Combination\image_284_resized_rotated_180.jpg,combination,image_284,train
new_dataset_raw\Combination\image_284_resized_rotated_180_flipped_horizontal.jpg,combination,image_284,train
new_dataset_raw\Combination\image_284_resized_rotated_180_flipped_vertical.jpg,combination,image_284,train
new_dataset_raw\Combination\image_284_resized_rotated_90.jpg,combination,image_284,train
new_dataset_raw\Combination\image_284_resized_rotated_90_flipped_horizontal.jpg,combination,image_284,train
new_dataset_raw\Combination\image_284_resized_rotated_90_flipped_vertical.jpg,combination,image_284,train
new_dataset_raw\Combination\image_290_resized_flipped_horizontal.jpg,combination,image_290,train
new_dataset_raw\Combination\image_290_resized_flipped_vertical.jpg,combination,image_290,train
new_dataset_raw\Combination\image_290_resized_resized.jpg,combination,image_290,train
new_dataset_raw\Combination\image_290_resized_rotated_180.jpg,combination,image_290,train
new_dataset_raw\Combination\image_290_resized_rotated_180_flipped_horizontal.jpg,combination,image_290,train
new_dataset_raw\Combination\image_290_resized_rotated_180_flipped_vertical.jpg,combination,image_290,train
new_dataset_raw\Combination\image_290_resized_rotated_90_flipped_horizontal.jpg,combination,image_290,train
new_dataset_raw\Combination\image_290_resized_rotated_90_flipped_vertical.jpg,combination,image_290,train
new_dataset_raw\Combination\image_315 - Copy_resized_flipped_horizontal.jpg,combination,image_315,train
new_dataset_raw\Combination\image_315 - Copy_resized_flipped_vertical.jpg,combination,image_315,train
new_dataset_raw\Combination\image_315 - Copy_resized_resized.jpg,combination,image_315,train
new_dataset_raw\Combination\image_315 - Copy_resized_rotated_180.jpg,combination,image_315,train
new_dataset_raw\Combination\image_315 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_315,train
new_dataset_raw\Combination\image_315 - Copy_resized_rotated_180_flipped_vertical.jpg,combination,image_315,train
new_dataset_raw\Combination\image_315 - Copy_resized_rotated_90.jpg,combination,image_315,train
new_dataset_raw\Combination\image_315 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,image_315,train
new_dataset_raw\Combination\image_315 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,image_315,train
new_dataset_raw\Combination\image_380 - Copy_resized_flipped_vertical.jpg,combination,image_380,train
new_dataset_raw\Combination\image_380 - Copy_resized_resized.jpg,combination,image_380,train
new_dataset_raw\Combination\image_380 - Copy_resized_rotated_180_flipped_vertical.jpg,combination,image_380,train
new_dataset_raw\Combination\image_380 - Copy_resized_rotated_90.jpg,combination,image_380,train
new_dataset_raw\Combination\image_380 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,image_380,train
new_dataset_raw\Combination\image_380 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,image_380,train
new_dataset_raw\Combination\image_395 - Copy_resized_flipped_horizontal.jpg,combination,image_395,train
new_dataset_raw\Combination\image_395 - Copy_resized_flipped_vertical.jpg,combination,image_395,train
new_dataset_raw\Combination\image_395 - Copy_resized_resized.jpg,combination,image_395,train
new_dataset_raw\Combination\image_395 - Copy_resized_rotated_180.jpg,combination,image_395,train
new_dataset_raw\Combination\image_395 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_395,train
new_dataset_raw\Combination\image_395 - Copy_resized_rotated_180_flipped_vertical.jpg,combination,image_395,train
new_dataset_raw\Combination\image_395 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,image_395,train
new_dataset_raw\Combination\image_395 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,image_395,train
new_dataset_raw\Combination\image_397 - Copy_resized_flipped_horizontal.jpg,combination,image_397,train
new_dataset_raw\Combination\image_397 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_397,train
new_dataset_raw\Combination\image_397 - Copy_resized_rotated_180_flipped_vertical.jpg,combination,image_397,train
new_dataset_raw\Combination\image_397 - Copy_resized_rotated_90.jpg,combination,image_397,train
new_dataset_raw\Combination\image_397 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,image_397,train
new_dataset_raw\Combination\image_397 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,image_397,train
new_dataset_raw\Combination\image_413 - Copy_resized_flipped_horizontal.jpg,combination,image_413,train
new_dataset_raw\Combination\image_413 - Copy_resized_flipped_vertical.jpg,combination,image_413,train
new_dataset_raw\Combination\image_413 - Copy_resized_resized.jpg,combination,image_413,train
new_dataset_raw\Combination\image_413 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_413,train
new_dataset_raw\Combination\image_413 - Copy_resized_rotated_180_flipped_vertical.jpg,combination,image_413,train
new_dataset_raw\Combination\image_413 - Copy_resized_rotated_90.jpg,combination,image_413,train
new_dataset_raw\Combination\image_413 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,image_413,train
new_dataset_raw\Combination\image_430 - Copy_resized_flipped_vertical.jpg,combination,image_430,train
new_dataset_raw\Combination\image_430 - Copy_resized_resized.jpg,combination,image_430,train
new_dataset_raw\Combination\image_430 - Copy_resized_rotated_180.jpg,combination,image_430,train
new_dataset_raw\Combination\image_430 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_430,train
new_dataset_raw\Combination\image_430 - Copy_resized_rotated_180_flipped_vertical.jpg,combination,image_430,train
new_dataset_raw\Combination\image_430 - Copy_resized_rotated_90.jpg,combination,image_430,train
new_dataset_raw\Combination\image_430 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,image_430,train
new_dataset_raw\Combination\image_430 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,image_430,train
new_dataset_raw\Combination\image_431 - Copy_resized_resized.jpg,combination,image_431,train
new_dataset_raw\Combination\image_431 - Copy_resized_rotated_180.jpg,combination,image_431,train
new_dataset_raw\Combination\image_431 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_431,train
new_dataset_raw\Combination\image_431 - Copy_resized_rotated_180_flipped_vertical.jpg,combination,image_431,train
new_dataset_raw\Combination\image_431 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,image_431,train
new_dataset_raw\Combination\image_431 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,image_431,train
new_dataset_raw\Combination\image_432 - Copy_resized_flipped_horizontal.jpg,combination,image_432,train
new_dataset_raw\Combination\image_432 - Copy_resized_flipped_vertical.jpg,combination,image_432,train
new_dataset_raw\Combination\image_432 - Copy_resized_resized.jpg,combination,image_432,train
new_dataset_raw\Combination\image_432 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_432,train
new_dataset_raw\Combination\image_432 - Copy_resized_rotated_180_flipped_vertical.jpg,combination,image_432,train
new_dataset_raw\Combination\image_432 - Copy_resized_rotated_90.jpg,combination,image_432,train
new_dataset_raw\Combination\image_434 - Copy_resized_flipped_horizontal.jpg,combination,image_434,train
new_dataset_raw\Combination\image_434 - Copy_resized_flipped_vertical.jpg,combination,image_434,train
new_dataset_raw\Combination\image_434 - Copy_resized_resized.jpg,combination,image_434,train
new_dataset_raw\Combination\image_434 - Copy_resized_rotated_180.jpg,combination,image_434,train
new_dataset_raw\Combination\image_434 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_434,train
new_dataset_raw\Combination\image_434 - Copy_resized_rotated_90.jpg,combination,image_434,train
new_dataset_raw\Combination\image_434 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,image_434,train
new_dataset_raw\Combination\image_434 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,image_434,train
new_dataset_raw\Combination\image_442 - Copy_resized_resized.jpg,combination,image_442,train
new_dataset_raw\Combination\image_442 - Copy_resized_rotated_180.jpg,combination,image_442,train
new_dataset_raw\Combination\image_442 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_442,train
new_dataset_raw\Combination\image_442 - Copy_resized_rotated_180_flipped_vertical.jpg,combination,image_442,train
new_dataset_raw\Combination\image_442 - Copy_resized_rotated_90.jpg,combination,image_442,train
new_dataset_raw\Combination\image_442 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,image_442,train
new_dataset_raw\Combination\image_442 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,image_442,train
new_dataset_raw\Combination\image_443 - Copy_resized_flipped_horizontal.jpg,combination,image_443,train
new_dataset_raw\Combination\image_443 - Copy_resized_flipped_vertical.jpg,combination,image_443,train
new_dataset_raw\Combination\image_443 - Copy_resized_resized.jpg,combination,image_443,train
new_dataset_raw\Combination\image_443 - Copy_resized_rotated_180.jpg,combination,image_443,train
new_dataset_raw\Combination\image_443 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_443,train
new_dataset_raw\Combination\image_443 - Copy_resized_rotated_180_flipped_vertical.jpg,combination,image_443,train
new_dataset_raw\Combination\image_655_resized_flipped_vertical.jpg,combination,image_655,train
new_dataset_raw\Combination\image_655_resized_resized.jpg,combination,image_655,train
new_dataset_raw\Combination\image_655_resized_rotated_180.jpg,combination,image_655,train
new_dataset_raw\Combination\image_655_resized_rotated_180_flipped_horizontal.jpg,combination,image_655,train
new_dataset_raw\Combination\image_655_resized_rotated_180_flipped_vertical.jpg,combination,image_655,train
new_dataset_raw\Combination\image_655_resized_rotated_90_flipped_vertical.jpg,combination,image_655,train
new_dataset_raw\Combination\image_662_resized_flipped_horizontal.jpg,combination,image_662,train
new_dataset_raw\Combination\image_662_resized_flipped_vertical.jpg,combination,image_662,train
new_dataset_raw\Combination\image_662_resized_resized.jpg,combination,image_662,train
new_dataset_raw\Combination\image_662_resized_rotated_180.jpg,combination,image_662,train
new_dataset_raw\Combination\image_662_resized_rotated_90_flipped_horizontal.jpg,combination,image_662,train
new_dataset_raw\Combination\image_662_resized_rotated_90_flipped_vertical.jpg,combination,image_662,train
new_dataset_raw\Combination\image_663_resized_flipped_horizontal.jpg,combination,image_663,train
new_dataset_raw\Combination\image_663_resized_flipped_vertical.jpg,combination,image_663,train
new_dataset_raw\Combination\image_663_resized_resized.jpg,combination,image_663,train
new_dataset_raw\Combination\image_663_resized_rotated_180_flipped_horizontal.jpg,combination,image_663,train
new_dataset_raw\Combination\image_663_resized_rotated_180_flipped_vertical.jpg,combination,image_663,train
new_dataset_raw\Combination\image_663_resized_rotated_90.jpg,combination,image_663,train
new_dataset_raw\Combination\image_663_resized_rotated_90_flipped_horizontal.jpg,combination,image_663,train
new_dataset_raw\Combination\image_663_resized_rotated_90_flipped_vertical.jpg,combination,image_663,train
new_dataset_raw\Combination\image_664_resized_flipped_horizontal.jpg,combination,image_664,train
new_dataset_raw\Combination\image_664_resized_flipped_vertical.jpg,combination,image_664,train
new_dataset_raw\Combination\image_664_resized_rotated_180.jpg,combination,image_664,train
new_dataset_raw\Combination\image_664_resized_rotated_180_flipped_horizontal.jpg,combination,image_664,train
new_dataset_raw\Combination\image_664_resized_rotated_180_flipped_vertical.jpg,combination,image_664,train
new_dataset_raw\Combination\image_664_resized_rotated_90_flipped_horizontal.jpg,combination,image_664,train
new_dataset_raw\Combination\image_664_resized_rotated_90_flipped_vertical.jpg,combination,image_664,train
new_dataset_raw\Combination\image_674_resized_flipped_vertical.jpg,combination,image_674,train
new_dataset_raw\Combination\image_674_resized_resized.jpg,combination,image_674,train
new_dataset_raw\Combination\image_674_resized_rotated_180_flipped_vertical.jpg,combination,image_674,train
new_dataset_raw\Combination\image_674_resized_rotated_90.jpg,combination,image_674,train
new_dataset_raw\Combination\image_674_resized_rotated_90_flipped_horizontal.jpg,combination,image_674,train
new_dataset_raw\Combination\image_674_resized_rotated_90_flipped_vertical.jpg,combination,image_674,train
new_dataset_raw\Combination\image_676_resized_flipped_horizontal.jpg,combination,image_676,train
new_dataset_raw\Combination\image_676_resized_flipped_vertical.jpg,combination,image_676,train
new_dataset_raw\Combination\image_676_resized_resized.jpg,combination,image_676,train
new_dataset_raw\Combination\image_676_resized_rotated_180.jpg,combination,image_676,train
new_dataset_raw\Combination\image_676_resized_rotated_180_flipped_horizontal.jpg,combination,image_676,train
new_dataset_raw\Combination\image_676_resized_rotated_180_flipped_vertical.jpg,combination,image_676,train
new_dataset_raw\Combination\image_676_resized_rotated_90_flipped_horizontal.jpg,combination,image_676,train
new_dataset_raw\Combination\image_676_resized_rotated_90_flipped_vertical.jpg,combination,image_676,train
new_dataset_raw\Combination\image_678_resized_flipped_horizontal.jpg,combination,image_678,train
new_dataset_raw\Combination\image_678_resized_rotated_180_flipped_horizontal.jpg,combination,image_678,train
new_dataset_raw\Combination\image_678_resized_rotated_180_flipped_vertical.jpg,combination,image_678,train
new_dataset_raw\Combination\image_678_resized_rotated_90.jpg,combination,image_678,train
new_dataset_raw\Combination\image_678_resized_rotated_90_flipped_horizontal.jpg,combination,image_678,train
new_dataset_raw\Combination\image_678_resized_rotated_90_flipped_vertical.jpg,combination,image_678,train
new_dataset_raw\Combination\image_679_resized_flipped_horizontal.jpg,combination,image_679,train
new_dataset_raw\Combination\image_679_resized_flipped_vertical.jpg,combination,image_679,train
new_dataset_raw\Combination\image_679_resized_resized.jpg,combination,image_679,train
new_dataset_raw\Combination\image_679_resized_rotated_180_flipped_horizontal.jpg,combination,image_679,train
new_dataset_raw\Combination\image_679_resized_rotated_180_flipped_vertical.jpg,combination,image_679,train
new_dataset_raw\Combination\image_679_resized_rotated_90.jpg,combination,image_679,train
new_dataset_raw\Combination\image_679_resized_rotated_90_flipped_horizontal.jpg,combination,image_679,train
new_dataset_raw\Combination\image_683_resized_resized.jpg,combination,image_683,train
new_dataset_raw\Combination\image_683_resized_rotated_180.jpg,combination,image_683,train
new_dataset_raw\Combination\image_683_resized_rotated_180_flipped_horizontal.jpg,combination,image_683,train
new_dataset_raw\Combination\image_683_resized_rotated_180_flipped_vertical.jpg,combination,image_683,train
new_dataset_raw\Combination\image_683_resized_rotated_90_flipped_horizontal.jpg,combination,image_683,train
new_dataset_raw\Combination\image_683_resized_rotated_90_flipped_vertical.jpg,combination,image_683,train
new_dataset_raw\Combination\image_685_resized_flipped_horizontal.jpg,combination,image_685,train
new_dataset_raw\Combination\image_685_resized_flipped_vertical.jpg,combination,image_685,train
new_dataset_raw\Combination\image_685_resized_resized.jpg,combination,image_685,train
new_dataset_raw\Combination\image_685_resized_rotated_180_flipped_horizontal.jpg,combination,image_685,train
new_dataset_raw\Combination\image_685_resized_rotated_180_flipped_vertical.jpg,combination,image_685,train
new_dataset_raw\Combination\image_685_resized_rotated_90.jpg,combination,image_685,train
new_dataset_raw\Combination\image_690_resized_resized.jpg,combination,image_690,train
new_dataset_raw\Combination\image_690_resized_rotated_180.jpg,combination,image_690,train
new_dataset_raw\Combination\image_690_resized_rotated_180_flipped_horizontal.jpg,combination,image_690,train
new_dataset_raw\Combination\image_690_resized_rotated_180_flipped_vertical.jpg,combination,image_690,train
new_dataset_raw\Combination\image_690_resized_rotated_90.jpg,combination,image_690,train
new_dataset_raw\Combination\image_690_resized_rotated_90_flipped_horizontal.jpg,combination,image_690,train
new_dataset_raw\Combination\image_690_resized_rotated_90_flipped_vertical.jpg,combination,image_690,train
new_dataset_raw\Combination\image_725_resized_flipped_horizontal.jpg,combination,image_725,train
new_dataset_raw\Combination\image_725_resized_flipped_vertical.jpg,combination,image_725,train
new_dataset_raw\Combination\image_725_resized_resized.jpg,combination,image_725,train
new_dataset_raw\Combination\image_725_resized_rotated_180.jpg,combination,image_725,train
new_dataset_raw\Combination\image_725_resized_rotated_180_flipped_horizontal.jpg,combination,image_725,train
new_dataset_raw\Combination\image_725_resized_rotated_180_flipped_vertical.jpg,combination,image_725,train
new_dataset_raw\Combination\image_726_resized_flipped_horizontal.jpg,combination,image_726,train
new_dataset_raw\Combination\image_726_resized_flipped_vertical.jpg,combination,image_726,train
new_dataset_raw\Combination\image_726_resized_resized.jpg,combination,image_726,train
new_dataset_raw\Combination\image_726_resized_rotated_180_flipped_horizontal.jpg,combination,image_726,train
new_dataset_raw\Combination\image_726_resized_rotated_90.jpg,combination,image_726,train
new_dataset_raw\Combination\image_726_resized_rotated_90_flipped_horizontal.jpg,combination,image_726,train
new_dataset_raw\Combination\image_726_resized_rotated_90_flipped_vertical.jpg,combination,image_726,train
new_dataset_raw\Combination\image_727_resized_flipped_vertical.jpg,combination,image_727,train
new_dataset_raw\Combination\image_727_resized_resized.jpg,combination,image_727,train
new_dataset_raw\Combination\image_727_resized_rotated_180.jpg,combination,image_727,train
new_dataset_raw\Combination\image_727_resized_rotated_180_flipped_horizontal.jpg,combination,image_727,train
new_dataset_raw\Combination\image_727_resized_rotated_180_flipped_vertical.jpg,combination,image_727,train
new_dataset_raw\Combination\image_727_resized_rotated_90.jpg,combination,image_727,train
new_dataset_raw\Combination\image_727_resized_rotated_90_flipped_horizontal.jpg,combination,image_727,train
new_dataset_raw\Combination\image_727_resized_rotated_90_flipped_vertical.jpg,combination,image_727,train
new_dataset_raw\Combination\image_729_resized_flipped_vertical.jpg,combination,image_729,train
new_dataset_raw\Combination\image_729_resized_resized.jpg,combination,image_729,train
new_dataset_raw\Combination\image_729_resized_rotated_180.jpg,combination,image_729,train
new_dataset_raw\Combination\image_729_resized_rotated_180_flipped_horizontal.jpg,combination,image_729,train
new_dataset_raw\Combination\image_729_resized_rotated_180_flipped_vertical.jpg,combination,image_729,train
new_dataset_raw\Combination\image_729_resized_rotated_90_flipped_vertical.jpg,combination,image_729,train
new_dataset_raw\Combination\image_734_resized_flipped_horizontal.jpg,combination,image_734,train
new_dataset_raw\Combination\image_734_resized_flipped_vertical.jpg,combination,image_734,train
new_dataset_raw\Combination\image_734_resized_resized.jpg,combination,image_734,train
new_dataset_raw\Combination\image_734_resized_rotated_180.jpg,combination,image_734,train
new_dataset_raw\Combination\image_734_resized_rotated_90_flipped_horizontal.jpg,combination,image_734,train
new_dataset_raw\Combination\image_734_resized_rotated_90_flipped_vertical.jpg,combination,image_734,train
new_dataset_raw\Combination\image_735_resized_flipped_horizontal.jpg,combination,image_735,train
new_dataset_raw\Combination\image_735_resized_flipped_vertical.jpg,combination,image_735,train
new_dataset_raw\Combination\image_735_resized_resized.jpg,combination,image_735,train
new_dataset_raw\Combination\image_735_resized_rotated_180_flipped_horizontal.jpg,combination,image_735,train
new_dataset_raw\Combination\image_735_resized_rotated_180_flipped_vertical.jpg,combination,image_735,train
new_dataset_raw\Combination\image_735_resized_rotated_90.jpg,combination,image_735,train
new_dataset_raw\Combination\image_735_resized_rotated_90_flipped_horizontal.jpg,combination,image_735,train
new_dataset_raw\Combination\image_735_resized_rotated_90_flipped_vertical.jpg,combination,image_735,train
new_dataset_raw\Combination\image_738_resized_flipped_vertical.jpg,combination,image_738,train
new_dataset_raw\Combination\image_738_resized_resized.jpg,combination,image_738,train
new_dataset_raw\Combination\image_738_resized_rotated_180_flipped_vertical.jpg,combination,image_738,train
new_dataset_raw\Combination\image_738_resized_rotated_90.jpg,combination,image_738,train
new_dataset_raw\Combination\image_738_resized_rotated_90_flipped_horizontal.jpg,combination,image_738,train
new_dataset_raw\Combination\image_738_resized_rotated_90_flipped_vertical.jpg,combination,image_738,train
new_dataset_raw\Combination\image_751_resized_flipped_horizontal.jpg,combination,image_751,train
new_dataset_raw\Combination\image_751_resized_flipped_vertical.jpg,combination,image_751,train
new_dataset_raw\Combination\image_751_resized_resized.jpg,combination,image_751,train
new_dataset_raw\Combination\image_751_resized_rotated_180.jpg,combination,image_751,train
new_dataset_raw\Combination\image_751_resized_rotated_180_flipped_horizontal.jpg,combination,image_751,train
new_dataset_raw\Combination\image_751_resized_rotated_180_flipped_vertical.jpg,combination,image_751,train
new_dataset_raw\Combination\image_751_resized_rotated_90_flipped_horizontal.jpg,combination,image_751,train
new_dataset_raw\Combination\image_751_resized_rotated_90_flipped_vertical.jpg,combination,image_751,train
new_dataset_raw\Combination\image_763_resized_flipped_horizontal.jpg,combination,image_763,train
new_dataset_raw\Combination\image_763_resized_flipped_vertical.jpg,combination,image_763,train
new_dataset_raw\Combination\image_763_resized_resized.jpg,combination,image_763,train
new_dataset_raw\Combination\image_763_resized_rotated_180_flipped_horizontal.jpg,combination,image_763,train
new_dataset_raw\Combination\image_763_resized_rotated_180_flipped_vertical.jpg,combination,image_763,train
new_dataset_raw\Combination\image_763_resized_rotated_90.jpg,combination,image_763,train
new_dataset_raw\Combination\image_763_resized_rotated_90_flipped_horizontal.jpg,combination,image_763,train
new_dataset_raw\Combination\image_764_resized_flipped_vertical.jpg,combination,image_764,train
new_dataset_raw\Combination\image_764_resized_resized.jpg,combination,image_764,train
new_dataset_raw\Combination\image_764_resized_rotated_180.jpg,combination,image_764,train
new_dataset_raw\Combination\image_764_resized_rotated_180_flipped_horizontal.jpg,combination,image_764,train
new_dataset_raw\Combination\image_764_resized_rotated_180_flipped_vertical.jpg,combination,image_764,train
new_dataset_raw\Combination\image_764_resized_rotated_90.jpg,combination,image_764,train
new_dataset_raw\Combination\image_764_resized_rotated_90_flipped_horizontal.jpg,combination,image_764,train
new_dataset_raw\Combination\image_764_resized_rotated_90_flipped_vertical.jpg,combination,image_764,train
new_dataset_raw\Dry\images (1)_resized_flipped_horizontal.jpg,dry,images (1),val
new_dataset_raw\Dry\images (1)_resized_flipped_vertical.jpg,dry,images (1),val
new_dataset_raw\Dry\images (1)_resized_resized.jpg,dry,images (1),val
new_dataset_raw\Dry\images (1)_resized_rotated_180.jpg,dry,images (1),val
new_dataset_raw\Dry\images (1)_resized_rotated_180_flipped_horizontal.jpg,dry,images (1),val
new_dataset_raw\Dry\images (1)_resized_rotated_180_flipped_vertical.jpg,dry,images (1),val
new_dataset_raw\Dry\images (1)_resized_rotated_90.jpg,dry,images (1),val
new_dataset_raw\Dry\images (1)_resized_rotated_90_flipped_horizontal.jpg,dry,images (1),val
new_dataset_raw\Dry\images (1)_resized_rotated_90_flipped_vertical.jpg,dry,images (1),val
new_dataset_raw\Dry\images (11)_resized_flipped_horizontal.jpg,dry,images (11),val
new_dataset_raw\Dry\images (11)_resized_flipped_vertical.jpg,dry,images (11),val
new_dataset_raw\Dry\images (11)_resized_resized.jpg,dry,images (11),val
new_dataset_raw\Dry\images (11)_resized_rotated_180.jpg,dry,images (11),val
new_dataset_raw\Dry\images (11)_resized_rotated_180_flipped_horizontal.jpg,dry,images (11),val
new_dataset_raw\Dry\images (11)_resized_rotated_180_flipped_vertical.jpg,dry,images (11),val
new_dataset_raw\Dry\images (11)_resized_rotated_90_flipped_horizontal.jpg,dry,images (11),val
new_dataset_raw\Dry\images (11)_resized_rotated_90_flipped_vertical.jpg,dry,images (11),val
new_dataset_raw\Dry\images (21)_resized_flipped_horizontal.jpg,dry,images (21),val
new_dataset_raw\Dry\images (21)_resized_flipped_vertical.jpg,dry,images (21),val
new_dataset_raw\Dry\images (21)_resized_resized.jpg,dry,images (21),val
new_dataset_raw\Dry\images (21)_resized_rotated_180.jpg,dry,images (21),val
new_dataset_raw\Dry\images (21)_resized_rotated_180_flipped_horizontal.jpg,dry,images (21),val
new_dataset_raw\Dry\images (21)_resized_rotated_180_flipped_vertical.jpg,dry,images (21),val
new_dataset_raw\Dry\images (21)_resized_rotated_90.jpg,dry,images (21),val
